,תאריך ההזמנה,מתאריך,עד תאריך,תאריך אספקה,ת. סיום מתוכנן,ת. מבוקש,מספר לקוח,שם לקוח,מספר הזמנה,סטטוס הזמנה,סגורה חלקית,ספק מועדף,שם ספק מועדף,מק'ט,תאור מוצר,מק'ט לקוח,תיאור מק'ט לקוח,עלות (שורת הזמנה),לביצוע ע'י,מס' סוכן,שם סוכן,עמלת סוכן (%),הז. פנקס,כמות,רווח (שח),סכום (שח),עמלת סוכן ראשון,כמות ביח' מפעל,שווי יתרה,שווי יתרה (שח),יתרה לאספקה
84,01/01/2024,,,01/01/2024,,01/01/2024,200121,דור חלפים,SO24000141,שולמה,Y,255071.0,TOTAL,71320989TOTAL,משולש תח ימין וולוו 01-06 V70/01-09 S60 אלומניום,,,153.61,API,9,רם,3.0,,1,54.99,215.02,6.45,1,0.0,0.0,0
85,01/01/2024,,,01/01/2024,,01/01/2024,200121,דור חלפים,SO24000141,שולמה,Y,255071.0,TOTAL,71320991TOTAL,משולש תח שמאל וולוו 01-06 V70/01-09 S60 אלומניום,,,153.61,API,9,רם,3.0,,1,54.99,215.02,6.45,1,0.0,0.0,0
86,01/01/2024,,,01/01/2024,,01/01/2024,200121,דור חלפים,SO24000141,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,9,רם,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
87,01/01/2024,,,01/01/2024,,01/01/2024,200123,"קארס פרטס בע""מ",SO24000161,שולמה,Y,255090.0,BIRTH,50020402BIRTH,תושבת מנוע ימין אוקטביה 05+ דיזל/גולף/ג'טה/A3/יטי/סופרב,,,89.0,API,13,דניאל שירזי,3.0,,1,-2.67,89.01,2.67,1,0.0,0.0,0
88,01/01/2024,,,01/01/2024,,01/01/2024,200123,"קארס פרטס בע""מ",SO24000161,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,13,דניאל שירזי,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
89,01/01/2024,,,01/01/2024,,01/01/2024,200123,"קארס פרטס בע""מ",SO24000209,שולמה,Y,255047.0,GSP,46371811GSP,ציריה שמאל ראב 4 06-14,,,168.67,API,13,דניאל שירזי,3.0,,1,117.48,295.0,8.85,1,0.0,0.0,0
90,01/01/2024,,,01/01/2024,,01/01/2024,200123,"קארס פרטס בע""מ",SO24000209,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,13,דניאל שירזי,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
91,01/01/2024,,,01/01/2024,,01/01/2024,200126,"ג'ינג'י ח""ח",SO24000244,טיוטא,,255047.0,GSP,46370800GSP,ציריה ויגו 15+,,,189.9,ilanc,5,עזרא תמיר,3.0,,1,107.89,306.88,9.21,1,306.88,306.88,1
92,01/01/2024,,,01/01/2024,,01/01/2024,200126,"ג'ינג'י ח""ח",SO24000244,טיוטא,,255047.0,GSP,46370887GSP,ציריה ויגו 06-14,,,181.12,ilanc,5,עזרא תמיר,3.0,,1,102.61,292.38,8.77,1,292.39,292.38,1
93,01/01/2024,,,01/01/2024,,01/01/2024,200126,"ג'ינג'י ח""ח",SO24000244,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,5,עזרא תמיר,3.0,,1,-0.15,4.99,0.15,1,5.0,4.99,1
94,01/01/2024,,,01/01/2024,,01/01/2024,200134,קרט חלקי חילוף לרכב,SO24000180,טיוטא,,255063.0,DOLZ,63480245DOLZ,מ.מים מרצדס C קלאס 14+ בודי 205,,,134.4,ilanc,3,ישראל בנינפלד,3.0,,1,83.85,224.91,6.75,1,224.91,224.91,1
95,01/01/2024,,,01/01/2024,,01/01/2024,200134,קרט חלקי חילוף לרכב,SO24000180,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,4.99,0.15,1,5.0,4.99,1
96,01/01/2024,,,01/01/2024,,01/01/2024,200134,קרט חלקי חילוף לרכב,SO24000200,שולמה,Y,255047.0,GSP,46371506GSP,ציריה ימין קורולה 08-12 אוטומט,,,170.19,API,3,ישראל בנינפלד,3.0,,1,82.01,260.11,7.8,1,0.0,0.0,0
97,01/01/2024,,,01/01/2024,,01/01/2024,200134,קרט חלקי חילוף לרכב,SO24000200,שולמה,Y,255047.0,GSP,46371507GSP,ציריה שמאל קורולה 08-12 אוטומט,,,135.65,API,3,ישראל בנינפלד,3.0,,1,68.05,210.09,6.3,1,0.0,0.0,0
98,01/01/2024,,,01/01/2024,,01/01/2024,200134,קרט חלקי חילוף לרכב,SO24000200,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,3,ישראל בנינפלד,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
99,01/01/2024,,,01/01/2024,,01/01/2024,200135,דדון מוסך,SO24000152,טיוטא,,255083.0,TEKNOROT,71451212ER,משולש תח ימין מזדה 3 13-19,,,126.9,ilanc,23,עודד גורן,3.0,,1,41.88,174.0,5.22,1,174.0,174.0,1
100,01/01/2024,,,01/01/2024,,01/01/2024,200135,דדון מוסך,SO24000152,טיוטא,,255083.0,TEKNOROT,71451213ER,משולש תח שמאל מזדה 3 13-19,,,126.9,ilanc,23,עודד גורן,3.0,,1,41.88,174.0,5.22,1,174.0,174.0,1
101,01/01/2024,,,01/01/2024,,01/01/2024,200135,דדון מוסך,SO24000152,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,23,עודד גורן,3.0,,1,-0.15,5.0,0.15,1,5.0,5.0,1
102,01/01/2024,,,01/01/2024,,01/01/2024,200158,מוסך חן,SO24000188,שולמה,Y,255042.0,LONGKOU,41372929LONGKOU,צ.ב קד 16 CHR+ קוטר 299,,,46.47,ilanc,5,עזרא תמיר,3.0,,2,75.84,174.36,5.23,2,0.0,0.0,0
103,01/01/2024,,,01/01/2024,,01/01/2024,200161,"המדביק בית שמש בע""מ",SO24000011,שולמה,Y,255047.0,GSP,50372306GSP,תושבת גיר אח לנדקרוזר עד 02 פרדו,,,33.37,ilanc,13,דניאל שירזי,3.0,,1,16.1,51.28,1.54,1,0.0,0.0,0
104,01/01/2024,,,01/01/2024,,01/01/2024,200161,"המדביק בית שמש בע""מ",SO24000021,טיוטא,,255090.0,BIRTH,508007124BIRTH,תושבת מנוע ימין גרנד פונטו / פונטו איבו / מיטו 1.4,,,62.0,ilanc,13,דניאל שירזי,3.0,,1,-1.38,62.39,1.87,1,62.39,62.39,1
105,01/01/2024,,,01/01/2024,,01/01/2024,200161,"המדביק בית שמש בע""מ",SO24000022,טיוטא,,255042.0,LONGKOU,41451003LONGKOU,צ.ב קד 03 MPV+,,,50.0,ilanc,13,דניאל שירזי,3.0,,2,67.81,172.96,5.19,2,172.96,172.96,2
106,01/01/2024,,,01/01/2024,,01/01/2024,200161,"המדביק בית שמש בע""מ",SO24000022,טיוטא,,255065.0,LPR,35491625LPR,ד.ב קד 02-06 MPV,,,38.0,ilanc,13,דניאל שירזי,3.0,,1,31.36,71.48,2.14,1,71.49,71.48,1
107,01/01/2024,,,01/01/2024,,01/01/2024,200161,"המדביק בית שמש בע""מ",SO24000023,שולמה,Y,255042.0,LONGKOU,41451003LONGKOU,צ.ב קד 03 MPV+,,,50.0,ilanc,13,דניאל שירזי,3.0,,2,67.81,173.05,5.19,2,0.0,0.0,0
108,01/01/2024,,,01/01/2024,,01/01/2024,200161,"המדביק בית שמש בע""מ",SO24000023,שולמה,Y,255047.0,GSP,46491535GSP,ציריה ימין ספייס סטאר 13+/אטראג' 14+,,,116.75,ilanc,13,דניאל שירזי,3.0,,1,66.1,188.55,5.66,1,0.0,0.0,0
109,01/01/2024,,,01/01/2024,,01/01/2024,200161,"המדביק בית שמש בע""מ",SO24000023,שולמה,Y,255047.0,GSP,46491536GSP,ציריה שמאל ספייס סטאר 13+/אטראג' 14+,,,111.82,ilanc,13,דניאל שירזי,3.0,,1,63.27,180.55,5.42,1,0.0,0.0,0
110,01/01/2024,,,01/01/2024,,01/01/2024,200161,"המדביק בית שמש בע""מ",SO24000023,שולמה,Y,255065.0,LPR,35491625LPR,ד.ב קד 02-06 MPV,,,38.0,ilanc,13,דניאל שירזי,3.0,,1,31.36,71.52,2.15,1,0.0,0.0,0
111,01/01/2024,,,01/01/2024,,01/01/2024,200161,"המדביק בית שמש בע""מ",SO24000088,שולמה,Y,255047.0,GSP,50491023GSP,תושבת מנוע שמאל לנסר 00-07,,,38.5,ilanc,13,דניאל שירזי,3.0,,1,28.43,69.23,2.08,1,0.0,0.0,0
112,01/01/2024,,,01/01/2024,,01/01/2024,200161,"המדביק בית שמש בע""מ",SO24000116,שולמה,Y,255068.0,YAS,68390302YAS,הגה מכני 12-16 I30/סיד 13-18,,,221.5,ilanc,13,דניאל שירזי,3.0,,2,255.4,719.66,21.59,2,0.0,0.0,0
113,01/01/2024,,,01/01/2024,,01/01/2024,200161,"המדביק בית שמש בע""מ",SO24000171,שולמה,Y,255047.0,GSP,50310912GSP,תושבת מנוע ימין סיוויק 06-12 עם תושבת,,,85.29,ilanc,13,דניאל שירזי,3.0,,2,90.35,269.23,8.08,2,0.0,0.0,0
114,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000096,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.13,0.15,1,5.13,5.13,1
115,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000097,שולמה,Y,255042.0,LONGKOU,41941406LONGKOU,צ.ב אח פלואנס מ09 מגאן מ09 (עם מיסב 25 ממ),,,84.13,ilanc,3,ישראל בנינפלד,3.0,,2,43.2,218.07,6.54,2,0.0,0.0,0
116,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000097,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
117,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000136,שולמה,Y,255047.0,GSP,46370887GSP,ציריה ויגו 06-14,,,181.12,ilanc,3,ישראל בנינפלד,3.0,,2,171.16,549.81,16.49,2,0.0,0.0,0
118,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000136,שולמה,Y,255047.0,GSP,46371089GSP,ציריה לנדקרוזר 11/03-09+ מנוע 6 צילינדר,,,185.95,ilanc,3,ישראל בנינפלד,3.0,,2,176.09,564.84,16.95,2,0.0,0.0,0
119,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000136,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
120,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000160,שולמה,Y,255065.0,LPR,35480210LPR,ד.ב קד מרצדס C קלאס 14+/אינפיניטי Q30,,,55.0,ilanc,3,ישראל בנינפלד,3.0,,1,35.7,93.43,2.8,1,0.0,0.0,0
121,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000160,שולמה,Y,255065.0,LPR,35480310LPR,ד.ב אח מרצדס E קלאס 16+ בודי E213,,,42.0,ilanc,3,ישראל בנינפלד,3.0,,1,25.9,69.95,2.1,1,0.0,0.0,0
122,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000160,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
123,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000177,שולמה,Y,255042.0,LONGKOU,41371528LONGKOU,צ.ב קד קורולה 19+ קוטר 282,,,39.55,ilanc,3,ישראל בנינפלד,3.0,,2,38.27,121.14,3.63,2,0.0,0.0,0
124,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000177,שולמה,Y,255042.0,LONGKOU,41392526LONGKOU,צ.ב קד איוניק 16+/נירו 17+ קוטר 280,,,46.0,ilanc,3,ישראל בנינפלד,3.0,,2,23.43,119.14,3.57,2,0.0,0.0,0
125,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000177,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
126,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000240,שולמה,Y,255042.0,LONGKOU,41451221LONGKOU,צ.ב קד מזדה 3 1.6 עד 12/מזדה 5 קוטר 276,,,42.9,ilanc,3,ישראל בנינפלד,3.0,,2,50.0,140.17,4.21,2,0.0,0.0,0
127,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000258,שולמה,Y,255042.0,LONGKOU,41781337LONGKOU,צ.ב קד פאסאט 06+/טיגואן/קאדי 04+/סופרב 09+ קוטר 312,,,46.6,ilanc,3,ישראל בנינפלד,3.0,,2,42.6,140.28,4.21,2,0.0,0.0,0
128,01/01/2024,,,01/01/2024,,01/01/2024,200165,מ.אבו גואד,SO24000258,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.01,0.15,1,0.0,0.0,0
129,01/01/2024,,,01/01/2024,,01/01/2024,200166,"המדביק בע""מ",SO24000013,טיוטא,,255047.0,GSP,47310563GSP,פעמון אקורד 99-02/שאטל/CRV עד 06,,,56.43,ilanc,12,אילן כהן,3.0,,1,25.68,84.62,2.54,1,84.62,84.62,1
130,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000001,שולמה,Y,255068.0,YAS,68260509YAS,הגה מכני סיריון 07-11 עם חריץ,,,174.97,ilanc,3,ישראל בנינפלד,3.0,,2,110.81,475.33,14.26,2,0.0,0.0,0
131,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000001,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
132,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000004,שולמה,Y,255047.0,GSP,46680202GSP,ציריה שמאל SX4,,,150.0,ilanc,3,ישראל בנינפלד,3.0,,1,85.23,242.74,7.28,1,0.0,0.0,0
133,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000092,טיוטא,,255047.0,GSP,46451212GSP,ציריה שמאל מזדה 3 1.6 06-12/מזדה 3 2.0 עד 08 אום,,,136.89,idang,3,ישראל בנינפלד,3.0,,1,66.81,209.94,6.3,1,209.95,209.94,1
134,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000092,טיוטא,,255047.0,GSP,46451213GSP,"ציריה ימין מזדה 3 1.6 09-12 אורך 62 ס""מ אום",,,136.37,idang,3,ישראל בנינפלד,3.0,,1,67.33,209.94,6.3,1,209.95,209.94,1
135,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000092,טיוטא,,255047.0,GSP,46550702GSP,ציריה שמאל טידה,,,145.0,idang,3,ישראל בנינפלד,3.0,,1,82.47,234.44,7.03,1,234.44,234.44,1
136,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000092,טיוטא,,255047.0,GSP,46580189GSP,ציריה ימין אוקטביה 10+ קרדן 100 ממ,,,136.67,idang,3,ישראל בנינפלד,3.0,,1,77.7,220.94,6.63,1,220.94,220.94,1
137,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000092,טיוטא,,255047.0,GSP,46580190GSP,ציריה שמאל אוקטביה 10+ קרדן 100 ממ,,,125.4,idang,3,ישראל בנינפלד,3.0,,1,71.03,202.44,6.07,1,202.45,202.44,1
138,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000092,טיוטא,,255047.0,GSP,59260406GSP,בולם אח טריוס 01-05,,,49.52,idang,3,ישראל בנינפלד,3.0,,1,5.29,56.48,1.69,1,56.49,56.48,1
139,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000092,טיוטא,,255047.0,GSP,59800901GSP,בולם קד דוקטו 07+ ציר 25,,,88.34,idang,3,ישראל בנינפלד,3.0,,1,-4.92,85.97,2.58,1,85.98,85.97,1
140,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000092,טיוטא,,255065.0,LPR,67371517LPR,מ.בלם קורולה 03-07 2 יציאות,,,98.3,idang,3,ישראל בנינפלד,3.0,,1,70.48,173.95,5.22,1,173.96,173.95,1
141,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000092,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,idang,3,ישראל בנינפלד,3.0,,1,-0.15,4.99,0.15,1,5.0,4.99,1
142,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000105,שולמה,Y,255047.0,GSP,68371808GSP,הגה מכני ראב 4 07-12,,,162.44,ilanc,3,ישראל בנינפלד,3.0,,1,176.09,348.85,10.47,1,0.0,0.0,0
143,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000105,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
144,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000142,שולמה,Y,255001.0,FANGTIAN,36451029MATEC,נ.ב לנטיס 99+,,,15.03,ilanc,3,ישראל בנינפלד,3.0,,1,8.29,24.05,0.72,1,0.0,0.0,0
145,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000142,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
146,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000154,שולמה,Y,255083.0,TEKNOROT,73260500ER,ק.ה ימין סיריון 06+,,,12.67,idang,3,ישראל בנינפלד,3.0,,1,11.1,24.43,0.73,1,0.0,0.0,0
147,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000154,שולמה,Y,255083.0,TEKNOROT,73260501ER,ק.ה שמאל סיריון 06+,,,16.0,idang,3,ישראל בנינפלד,3.0,,1,7.77,24.43,0.73,1,0.0,0.0,0
148,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000154,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,idang,3,ישראל בנינפלד,3.0,,1,-0.15,4.98,0.15,1,0.0,0.0,0
149,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000195,שולמה,Y,255042.0,LONGKOU,41681608LONGKOU,צ.ב אח קרוסאובר/ויטרה 1.6 15+ קוטר 259,,,24.9,ilanc,3,ישראל בנינפלד,3.0,,4,59.48,164.22,4.93,4,0.0,0.0,0
150,01/01/2024,,,01/01/2024,,01/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000195,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
151,01/01/2024,,,01/01/2024,,01/01/2024,200184,המלטש חיפה,SO24000086,שולמה,Y,255083.0,TEKNOROT,71371514ER,משולש תח ימין קורולה 08+/אוריס 07+/ורסו 09+ מושלם,,,113.31,tabula,22,ישראל בליטי,3.0,132668.0,2,94.98,331.68,9.95,2,0.0,0.0,0
152,01/01/2024,,,01/01/2024,,01/01/2024,200184,המלטש חיפה,SO24000086,שולמה,Y,255083.0,TEKNOROT,71371515ER,משולש תח שמאל קורולה 08+/אוריס 07+/ורסו 09+ מושלם,,,113.31,tabula,22,ישראל בליטי,3.0,132668.0,2,94.98,331.68,9.95,2,0.0,0.0,0
153,01/01/2024,,,01/01/2024,,01/01/2024,200184,המלטש חיפה,SO24000086,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,22,ישראל בליטי,3.0,132668.0,1,-0.15,5.0,0.15,1,0.0,0.0,0
154,01/01/2024,,,01/01/2024,,01/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000073,שולמה,Y,255042.0,LONGKOU,41370906LONGKOU,צ.ב קד יאריס 1.3 07+ 4 חורים קוטר 258,,,27.0,API,17,משה ונטורה,3.0,,4,64.66,177.89,5.34,4,0.0,0.0,0
155,01/01/2024,,,01/01/2024,,01/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000073,שולמה,Y,255047.0,GSP,48371581GSP,נאבה קד קורולה 03-07 ללא מיסב,,,25.13,API,17,משה ונטורה,3.0,,1,19.01,45.47,1.36,1,0.0,0.0,0
156,01/01/2024,,,01/01/2024,,01/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000073,שולמה,Y,255561.0,AUTOROAD PAI,44680440ABA,גלגלת רצועה איגניס/ג'ימני/SX4/סויפט 06+ (חריצים),,,36.0,API,17,משה ונטורה,3.0,,1,18.32,55.96,1.68,1,0.0,0.0,0
157,01/01/2024,,,01/01/2024,,01/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000073,שולמה,Y,255561.0,AUTOROAD PAI,49491010FKG,מיסב גלגל קד לנסר 04-08/אאוטלנדר 04-07,,,18.0,API,17,משה ונטורה,3.0,,1,14.5,33.48,1.0,1,0.0,0.0,0
158,01/01/2024,,,01/01/2024,,01/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000265,שולמה,Y,255047.0,GSP,59391397GSP,בולם אח אקסנט 07+/קיה ריו 06-10,,,37.27,API,17,משה ונטורה,3.0,,2,18.58,95.73,2.87,2,0.0,0.0,0
159,01/01/2024,,,01/01/2024,,01/01/2024,200197,"בלמי מג'אדלה בע""מ",SO24000031,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,22,ישראל בליטי,3.0,,1,-0.15,5.13,0.15,1,5.13,5.13,1
160,01/01/2024,,,01/01/2024,,01/01/2024,200201,"חאזם ח""ח",SO24000076,שולמה,Y,255042.0,LONGKOU,41260565LONGKOU,צ.ב קד סיריון עד 07/קורה YRV/+98 קוטר 233,,,19.7,ilanc,6,רשות פלסטינית,3.0,,6,67.75,191.7,5.75,6,0.0,0.0,0
161,01/01/2024,,,01/01/2024,,01/01/2024,200201,"חאזם ח""ח",SO24000076,שולמה,Y,255042.0,LONGKOU,41451217LONGKOU,צ.ב קד מזדה 2 עד 14 קוטר 257,,,33.1,ilanc,6,רשות פלסטינית,3.0,,6,97.35,305.1,9.15,6,0.0,0.0,0
162,01/01/2024,,,01/01/2024,,01/01/2024,200201,"חאזם ח""ח",SO24000076,שולמה,Y,255042.0,LONGKOU,41580109LONGKOU,צ.ב קד פביה עד 16/ אוקטביה 98-04 בנזין/גולף קוטר 256,,,29.75,ilanc,6,רשות פלסטינית,3.0,,6,51.97,237.6,7.13,6,0.0,0.0,0
163,01/01/2024,,,01/01/2024,,01/01/2024,200201,"חאזם ח""ח",SO24000076,שולמה,Y,255047.0,GSP,47580585GSP,פעמון פביה בנזין + דיזל קטן,,,45.93,ilanc,6,רשות פלסטינית,3.0,,1,30.22,78.5,2.36,1,0.0,0.0,0
164,01/01/2024,,,01/01/2024,,01/01/2024,200201,"חאזם ח""ח",SO24000076,שולמה,Y,255047.0,GSP,47610197GSP,פעמון איביזה 03+/קופרה/קורדובה 04+/רומסטר   VW812,,,49.21,ilanc,6,רשות פלסטינית,3.0,,1,36.64,88.5,2.66,1,0.0,0.0,0
165,01/01/2024,,,01/01/2024,,01/01/2024,200201,"חאזם ח""ח",SO24000076,שולמה,Y,255047.0,GSP,48491617GSP,נאבה אח פג'רו 01-06 בודי קצר,,,128.61,ilanc,6,רשות פלסטינית,3.0,,2,122.71,391.68,11.75,2,0.0,0.0,0
166,01/01/2024,,,01/01/2024,,01/01/2024,200201,"חאזם ח""ח",SO24000076,שולמה,Y,255047.0,GSP,50550706GSP,תושבת מנוע ימין טידה,,,63.0,ilanc,6,רשות פלסטינית,3.0,,2,71.41,203.52,6.11,2,0.0,0.0,0
167,01/01/2024,,,01/01/2024,,01/01/2024,200201,"חאזם ח""ח",SO24000076,שולמה,Y,255047.0,GSP,69451587GSP,ז.פ תח ימין עקום מזדה 6 03-07,,,61.83,ilanc,6,רשות פלסטינית,3.0,,1,30.27,94.95,2.85,1,0.0,0.0,0
168,01/01/2024,,,01/01/2024,,01/01/2024,200201,"חאזם ח""ח",SO24000076,שולמה,Y,255047.0,GSP,69451589GSP,ז.פ תח שמאל עקום מזדה 6 03-07,,,61.83,ilanc,6,רשות פלסטינית,3.0,,1,31.14,95.85,2.88,1,0.0,0.0,0
169,01/01/2024,,,01/01/2024,,01/01/2024,200201,"חאזם ח""ח",SO24000076,שולמה,Y,255058.0,MecArm,56640201MEC,סט מצמד C1/אייגו/107,,,180.8,ilanc,6,רשות פלסטינית,3.0,,0,0.0,0.0,0.0,0,0.0,0.0,0
170,01/01/2024,,,01/01/2024,,01/01/2024,200201,"חאזם ח""ח",SO24000076,שולמה,Y,255064.0,ATC,63020410ATC,מ.מים A3 נפח 1.9 05+/אוקטביה נפח 1.9 05+/גולף,,,52.3,ilanc,6,רשות פלסטינית,3.0,,1,10.75,65.0,1.95,1,0.0,0.0,0
171,01/01/2024,,,01/01/2024,,01/01/2024,200201,"חאזם ח""ח",SO24000076,שולמה,Y,255064.0,ATC,63310909ATC,מ.מים סיוויק 07+,,,53.5,ilanc,6,רשות פלסטינית,3.0,,2,26.86,138.0,4.14,2,0.0,0.0,0
